Absolute magnitude,Albedo,Number of observations,Observation arc length,Orbital eccentricity,Orbital inclination,Orbital period,Asteroid diameter,Asteroid class
16.7,0.046,167,6667.0,0.2160564681320529,5.01858872673442,4.51217909607889,2.708,MBA
13.6,0.071,800,7592.0,0.0251029860910371,20.60742734824786,5.85162428111144,10.386,OMB
14.9,0.047,356,8975.0,0.0908257368966651,14.72981481636964,5.48708249494542,6.725,MBA
13.3,0.112,1111,8147.0,0.0720155404526621,14.011210394769,5.78563423832048,8.824,OMB
14.5,0.099,216,7177.0,0.1125690030846202,4.832796966359586,7.84571370323711,7.322,OMB
16.4,0.05,252,6801.0,0.2207221952705945,11.17860579142934,4.1413105856292,3.574,MBA
12.8,0.096,370,7644.0,0.0307124092358553,7.62959387356307,11.5881830942594,12.373,TJN
13.2,0.434,1485,8180.0,0.0519793870770463,15.41445875887599,4.19125663690541,5.304,MBA
12.6,0.052,447,11180.0,0.0627053294223484,3.6084804914335,11.9631915676215,18.41,TJN
14.4,0.075,706,7709.0,0.0682311567072916,6.522623556368388,5.19429644340235,6.703,MBA
10.5,0.08,1423,24011.0,0.0821734505039,25.29313368046287,11.6419365028552,40.946,TJN
15.4,0.05,124,5291.0,0.0538797162729035,14.88548482267191,5.83958896424912,5.695,OMB
10.5,0.081,1541,14773.0,0.161604956528549,16.77922722250842,11.7841994433869,38.923,TJN
11.2,0.074,960,23988.0,0.0278057101829488,22.52269189545147,12.1003210907797,29.392,TJN
10.4,0.065,1495,15515.0,0.0762265926243201,24.41596735639649,11.9425417270473,47.396,TJN
14.5,0.038,329,6750.0,0.2451186075679095,8.68687109752926,7.85565811727109,7.842,OMB
15.1,0.074,127,9208.0,0.1093970986446409,13.0009548950084,7.87127931420045,5.129,OMB
12.5,0.092,608,8445.0,0.0237583523876556,5.128790020903435,11.5223786607898,16.654,TJN
12.8,0.059,256,6396.0,0.0190826313841856,11.81320341820455,12.0242272291517,15.756,TJN
13.7,0.059,95,6000.0,0.0363732368468729,6.145233599829359,11.5988865054028,10.434,TJN
14.7,0.039,188,6733.0,0.1058389532234147,7.715026903258295,7.77162829245465,7.77,OMB
15.6,0.042,336,7265.0,0.0279476142830875,2.161131597628923,5.2091213006899,4.677,MBA
13.0,0.081,192,7192.0,0.1056256223926701,18.92604045538907,11.7809428037374,13.442,TJN
15.7,0.159,187,5852.0,0.0566429923173132,9.127165400395318,5.76934923309816,3.49,OMB
14.0,0.063,1168,11349.0,0.1585394970586725,2.537242682424687,5.79317815777874,8.29,OMB
16.1,0.038,66,3976.0,0.0703604273352904,9.876536034270291,5.74834823925101,4.296,OMB
11.1,0.08,856,24767.0,0.0428887874970591,12.55040655890219,11.5923211157811,28.389,TJN
11.1,0.061,2035,32140.0,0.0338531844013213,8.609182321691094,7.79695994971039,32.472,OMB
14.5,0.076,668,7095.0,0.1512259501178429,5.331665615035611,5.74018447525901,5.801,OMB
13.9,0.08,1323,7198.0,0.1053300659941989,6.983476210522763,5.73149214320395,8.547,OMB
13.6,0.086,1129,8473.0,0.0875096024728327,8.343072557590679,5.77827066462797,9.461,OMB
13.0,0.476,2293,16311.0,0.1335222253916663,6.647890853695846,3.56778311329909,5.307,MBA
15.0,0.081,486,7505.0,0.1125274968367982,3.807945622389536,5.8478987329245,5.353,OMB
16.5,0.09,71,3032.0,0.1007806419935008,10.03796885174777,5.43985586937756,2.927,MBA
13.6,0.217,1668,10598.0,0.1170618110397014,14.43479449271651,4.18544533298216,4.959,MBA
15.5,0.054,318,7994.0,0.2244649128371536,11.65530281507743,4.51540597025922,4.532,MBA
11.9,0.149,585,7584.0,0.0781428369146156,16.03754554504475,11.8186742323595,18.944,TJN
10.9,0.055,1855,40672.0,0.1142265083799535,11.10666953777203,7.80309295498047,35.914,OMB
15.1,0.091,404,6256.0,0.2000286175545038,15.55631588959325,5.56484535804771,4.832,MBA
14.1,0.062,618,9048.0,0.0728249796594464,10.73401518279707,6.55253977475448,8.436,OMB
15.6,0.234,942,10495.0,0.1392961659541644,4.640095404232388,3.40359357460198,2.622,MBA
15.3,0.134,166,3262.0,0.1406317192370899,28.01148472158868,5.72987003449589,5.24,OMB
13.3,0.066,105,5237.0,0.1534142088181378,14.73005067505438,11.6904821592314,10.335,TJN
13.0,0.069,1423,8568.0,0.1017470372408977,7.685359505533633,6.26527396880507,13.971,OMB
15.9,0.051,394,7051.0,0.109493404980176,2.75881062619358,4.62953934992961,4.454,MBA
16.0,0.036,122,3581.0,0.1149385064146437,8.454334308812836,5.76248919330408,4.442,OMB
15.8,0.027,124,4820.0,0.0745213487141184,8.199710177791667,6.23845308479038,5.318,OMB
15.6,0.232,1061,7738.0,0.1695497155049087,3.410195732576867,4.07989100251961,2.296,MBA
12.4,0.052,431,12824.0,0.0764106225463249,27.25681119731976,11.5042120598091,21.208,TJN
13.4,0.073,129,8411.0,0.060438808801364,28.35189043529359,11.7515185384103,10.774,TJN
11.9,0.052,734,15160.0,0.0316148881301136,8.03638705698881,11.9070567536657,20.267,TJN
10.7,0.101,1674,21584.0,0.0374557253916914,4.945905061833405,11.4975751298261,31.736,TJN
12.4,0.07,1473,15331.0,0.053495268011608,2.678528421424771,7.93899478436039,18.244,OMB
16.6,0.052,200,7539.0,0.0665937518259385,3.817318428048585,4.40854115673779,2.918,MBA
13.6,0.046,1024,10246.0,0.1200734813148134,16.78532688195815,5.83523425210849,14.821,OMB
15.6,0.072,231,6254.0,0.0959770370198105,10.06402606491563,5.81278811374311,4.309,OMB
12.5,0.072,1453,15482.0,0.061695240290323,9.503166823496612,5.82496170387702,17.133,OMB
12.5,0.067,247,7566.0,0.0351198635279728,19.86579793471343,12.1412095235436,18.598,TJN
15.8,0.055,379,6665.0,0.2223616211707164,9.8808112930059,4.57909563587751,4.349,MBA
14.5,0.103,554,6258.0,0.0968204391972025,12.56998066865374,5.79354439471935,5.707,OMB
15.4,0.055,124,4343.0,0.074516934123867,22.49041411109881,5.77348679433772,4.729,OMB
16.7,0.045,255,6013.0,0.0919274532764815,5.907489820962,3.80258501061067,2.622,MBA
